start_lat,start_lng
37.3302,-121.8776
37.797,-122.4119
37.8023,-122.4244
37.7525,-122.4206
37.7918,-122.4477
37.8087,-122.4716
37.7651,-122.4218
37.342,-121.9086
37.7664,-122.4221
37.7979,-122.4059
37.7872,-122.4133
37.7821,-122.4041
37.7719,-122.4538
37.7923,-122.3974
37.8028,-122.4133
37.7808,-122.4762
37.7914,-122.391
37.7651,-122.4219
37.7964,-122.4102
37.7824,-122.4074
37.8028,-122.4133
37.3308,-121.8821
37.3321,-121.8851
37.7648,-122.3947
37.7401,-122.376
37.7762,-122.4262
37.8041,-122.4299
37.7853,-122.4318
37.7661,-122.4606
37.7633,-122.4219
37.7817,-122.4929
37.7703,-122.4395
37.8002,-122.4378
37.8028,-122.4286
37.7851,-122.4039
37.7616,-122.3909
37.7856,-122.4299
37.3185,-121.8848
37.3186,-121.8855
37.3188,-121.8824
37.7792,-122.4369
37.333,-121.8755
37.3422,-121.8809
37.7832,-122.4614
37.7788,-122.4159
37.353,-121.886
37.7872,-122.4133
37.7616,-122.4242
37.7994,-122.4409
37.766,-122.402
37.3408,-121.8799
37.7899,-122.3946
37.7873,-122.4132
37.7912,-122.3983
37.7884,-122.4084
37.7836,-122.4157
37.7907,-122.4175
37.7872,-122.4133
37.8067,-122.4424
37.3405,-121.881
37.8067,-122.4424
37.7614,-122.4267
37.7291,-122.4042
37.7697,-122.4536
37.7718,-122.4338
37.3525,-121.9054
37.7662,-122.4311
37.3232,-121.9002
37.7819,-122.4828
37.7652,-122.422
37.7419,-122.503
37.7248,-122.3958
37.7591,-122.4214
37.7703,-122.5114
37.324,-121.9002
37.7732,-122.4392
37.8063,-122.4222
37.3524,-121.887
37.3391,-121.9048
37.7683,-122.4193
37.792,-122.3993
37.7773,-122.4178
37.773,-122.5091
37.7533,-122.4055
37.7732,-122.4391
37.7734,-122.4713
37.7762,-122.4262
37.764,-122.4694
37.8063,-122.4222
37.8056,-122.4186
37.777,-122.4368
37.7217,-122.4013
37.7719,-122.4338
37.7804,-122.3901
37.3407,-121.8924
37.3407,-121.8924
37.7974,-122.3984
37.342,-121.8811
37.3348,-121.8516
37.343,-121.8845
37.3414,-121.8991
37.7743,-122.4239
37.7694,-122.4524
37.7763,-122.4262
37.3354,-121.8512
37.7107,-122.4672
37.3407,-121.8925
37.805,-122.4478
37.7818,-122.4183
37.7657,-122.4052
37.7749,-122.4248
37.782,-122.4182
37.7592,-122.4368
37.773,-122.4003
37.7795,-122.4075
37.769,-122.4222
37.7719,-122.4537
37.7615,-122.5029
37.7777,-122.4333
37.7729,-122.5091
37.8044,-122.4335
37.7598,-122.5092
37.7555,-122.3886
37.3359,-121.8856
37.7737,-122.3913
37.7738,-122.3913
37.74,-122.3835
37.751,-122.412
37.8023,-122.4244
37.3292,-121.8714
37.796,-122.4437
37.7811,-122.4118
37.3493,-121.8752
37.8047,-122.4203
37.3338,-121.9088
37.802,-122.4467
37.7776,-122.4331
37.8007,-122.3987
37.7663,-122.4311
37.7634,-122.4074
37.8057,-122.4135
37.7735,-122.4713
37.7648,-122.4249
37.7869,-122.3945
37.4048,-121.9315
37.7807,-122.476
37.7299,-122.4959
37.7773,-122.418
37.7772,-122.435
37.4048,-121.9315
37.7518,-122.4054
37.7798,-122.5091
37.763,-122.4267
37.7838,-122.4345
37.4048,-121.9315
37.7777,-122.4331
37.7357,-122.5049
37.7735,-122.4159
37.7661,-122.4267
37.796,-122.4202
37.7663,-122.3924
37.7569,-122.406
37.7635,-122.3889
37.7706,-122.4335
37.8026,-122.4361
37.7573,-122.4123
37.7896,-122.4407
37.7725,-122.3929
37.7984,-122.4471
37.3336,-121.8771
37.7634,-122.4221
37.7735,-122.4392
37.344,-121.8795
37.773,-122.4391
37.7862,-122.4051
37.7635,-122.478
37.7998,-122.3984
37.7899,-122.3949
37.7604,-122.3875
37.782,-122.4828
37.7614,-122.4267
37.7512,-122.4129
37.7956,-122.415
37.7992,-122.4339
37.7918,-122.3969
37.776,-122.4178
37.3104,-121.9311
37.3152,-121.9172
37.7954,-122.4517
37.7762,-122.4181
37.7727,-122.4667
37.7737,-122.466
37.7752,-122.465
37.7727,-122.4667
37.7751,-122.465
37.342,-121.8782
37.3494,-121.8933
37.7612,-122.4308
37.7964,-122.4169
37.7774,-122.4419
37.7759,-122.4456
37.7629,-122.4353
37.7805,-122.4706
37.7671,-122.4153
37.7699,-122.4081
37.8003,-122.4258
37.7852,-122.4076
37.7254,-122.3939
37.3239,-121.9221
37.766,-122.3883
37.7766,-122.3953
37.7379,-122.4689
37.7686,-122.4507
37.7855,-122.4195
37.7682,-122.4203
37.7767,-122.3953
37.7693,-122.4157
37.7765,-122.4169
37.7711,-122.4108
37.7744,-122.4095
37.7853,-122.4181
37.3407,-121.888
37.3233,-121.9135
37.782,-122.4828
37.8007,-122.4362
37.7719,-122.3983
37.7867,-122.4534
37.7838,-122.4083
37.7873,-122.3881
37.7607,-122.4148
37.767,-122.3909
37.7664,-122.4311
37.7803,-122.4728
37.7638,-122.417
37.7672,-122.4153
37.7518,-122.4403
37.3469,-121.8843
37.3238,-121.9222
37.7662,-122.4311
37.7773,-122.4421
37.3107,-121.878
37.7648,-122.4173
37.7253,-122.3939
37.7437,-122.427
37.3225,-121.9277
37.7643,-122.4026
37.7245,-122.3943
37.77,-122.4081
37.7441,-122.4215
37.7678,-122.4244
37.7701,-122.4119
37.77,-122.4081
37.7954,-122.3943
37.7671,-122.4154
37.7717,-122.4605
37.7671,-122.4155
37.7989,-122.4454
37.3236,-121.9133
37.7704,-122.4158
37.7844,-122.4394
37.3401,-121.8879
37.7907,-122.3943
37.3305,-121.9045
37.7842,-122.4406
37.7788,-122.4158
37.7432,-122.4742
37.34,-121.8879
37.77,-122.408
37.7812,-122.4002
37.7671,-122.4154
37.7472,-122.4594
37.3125,-121.8641
37.7774,-122.4421
37.783,-122.4127
37.7883,-122.4082
37.7749,-122.4394
37.7942,-122.3999
37.7487,-122.4151
37.782,-122.4828
37.7591,-122.4124
37.7882,-122.4205
37.7521,-122.42
37.7798,-122.404
37.7581,-122.4437
37.7486,-122.415
37.7645,-122.4175
37.7748,-122.4192
37.7357,-122.5068
37.7735,-122.4444
37.7885,-122.4083
37.7642,-122.4674
37.7719,-122.3921
37.763,-122.4267
37.7769,-122.4954
37.752,-122.4199
37.7959,-122.4238
37.7971,-122.4118
37.7786,-122.4586
37.7786,-122.4586
37.3301,-121.8607
37.7973,-122.3985
37.7714,-122.4583
37.7945,-122.3948
37.8028,-122.4132
37.783,-122.4127
37.7824,-122.3916
37.7725,-122.4855
37.803,-122.4423
37.783,-122.4342
37.7824,-122.4655
37.7895,-122.3943
37.7525,-122.4208
37.773,-122.4392
37.776,-122.4377
37.789,-122.4037
37.7758,-122.409
37.7743,-122.4094
37.7714,-122.401
37.7885,-122.4354
37.2945,-121.8518
37.3189,-121.8851
37.3359,-121.8774
37.7735,-122.4119
37.3209,-121.925
37.7811,-122.4117
37.333,-121.8752
37.3371,-121.8832
37.3349,-121.8769
37.2817,-121.8387
37.3329,-121.8755
37.7599,-122.4339
37.787,-122.4202
37.7603,-122.419
37.3566,-121.8958
37.3565,-121.8958
37.753,-122.5053
37.7749,-122.4466
37.7901,-122.4238
37.7856,-122.4191
37.3278,-121.9168
37.326,-121.9119
37.7732,-122.5106
37.7939,-122.4089
37.8024,-122.4146
37.3317,-121.8969
37.3406,-121.8811
37.333,-121.8755
37.3405,-121.8811
37.3405,-121.8811
37.7854,-122.4319
37.7805,-122.4652
37.7735,-122.4272
37.767,-122.391
37.767,-122.391
37.7729,-122.509
37.7579,-122.3895
37.7586,-122.3914
37.7727,-122.4036
37.7604,-122.4415
37.7874,-122.4166
37.7735,-122.4037
37.7614,-122.4265
37.3422,-121.8809
37.7875,-122.4168
37.773,-122.4391
37.7663,-122.4311
37.7868,-122.4534
37.342,-121.881
37.3393,-121.8856
37.7107,-122.4671
37.7114,-122.4079
37.3565,-121.8958
37.3565,-121.8958
37.7595,-122.3886
37.7714,-122.3897
37.3404,-121.881
37.3338,-121.8781
37.3385,-121.8841
37.7882,-122.4206
37.7735,-122.4443
37.783,-122.4475
37.7659,-122.4428
37.7375,-122.4765
37.7614,-122.4265
37.7218,-122.4011
37.7659,-122.4493
37.7807,-122.4321
37.7777,-122.3935
37.751,-122.4121
37.3311,-121.8869
37.7672,-122.4155
37.7891,-122.4034
37.7792,-122.4371
37.7384,-122.4577
37.7582,-122.4261
37.8063,-122.4104
37.7798,-122.5091
37.3047,-121.8957
37.7662,-122.4311
37.784,-122.4037
37.7869,-122.3999
37.7867,-122.4534
37.7663,-122.4311
37.337,-121.8834
37.7634,-122.4308
37.7524,-122.4143
37.7504,-122.4219
37.7977,-122.4236
37.7614,-122.4238
37.7914,-122.4229
37.7851,-122.4776
37.7505,-122.4339
37.763,-122.4267
37.3373,-121.9193
37.7904,-122.4206
37.3309,-121.8865
37.3268,-121.8887
37.3245,-121.8902
37.3141,-121.9068
37.325,-121.8943
37.311,-121.9059
37.3111,-121.9058
37.3259,-121.8901
37.3419,-121.8831
37.7903,-122.4451
37.7745,-122.4095
37.3324,-121.885
37.7872,-122.3943
37.7833,-122.4311
37.3136,-121.8705
37.8058,-122.4524
37.7743,-122.4239
37.799,-122.4445
37.3251,-121.8883
37.7867,-122.4501
37.3241,-121.8857
37.3327,-121.8842
37.3239,-121.9221
37.3252,-121.8884
37.803,-122.4031
37.7904,-122.4207
37.7769,-122.4953
37.7777,-122.5119
37.7671,-122.4155
37.7637,-122.4155
37.751,-122.4121
37.7694,-122.4531
37.7666,-122.3982
37.773,-122.4257
37.7767,-122.4172
37.7829,-122.4327
37.7812,-122.4473
37.7732,-122.4391
37.7824,-122.4424
37.3262,-121.8922
37.3269,-121.8932
37.3291,-121.8962
37.3236,-121.887
37.3291,-121.8962
37.3237,-121.9132
37.3412,-121.893
37.3234,-121.9135
37.7776,-122.4546
37.782,-122.4356
37.7677,-122.4287
37.765,-122.4263
37.7701,-122.4839
37.8055,-122.4118
37.7791,-122.5056
37.7518,-122.4054
37.7612,-122.4352
37.7681,-122.4567
37.773,-122.4852
37.3681,-121.9186
37.4179,-121.9551
37.7627,-122.4316
37.7662,-122.4311
37.7722,-122.4959
37.783,-122.4141
37.7736,-122.3914
37.7249,-122.4615
37.3064,-121.8459
37.3448,-121.8739
37.33,-121.867
37.3406,-121.8923
37.7914,-122.4211
37.8034,-122.4302
37.7699,-122.4707
37.7791,-122.4471
37.7735,-122.4272
37.7633,-122.422
37.7964,-122.3945
37.7822,-122.3917
37.7971,-122.4288
37.7906,-122.3926
37.7945,-122.3949
37.7744,-122.4094
37.7874,-122.4524
37.796,-122.4184
37.3258,-121.877
37.3387,-121.8855
37.764,-122.4707
37.7945,-122.3948
37.8052,-122.4251
37.7766,-122.4253
37.3467,-121.8733
37.764,-122.5082
37.3651,-121.8995
37.7719,-122.3982
37.7419,-122.5069
37.7983,-122.4223
37.7992,-122.4341
37.3303,-121.8603
37.3495,-121.8877
37.7852,-122.4107
37.7708,-122.472
37.7836,-122.4084
37.772,-122.4537
37.7798,-122.5096
37.3538,-121.8705
37.3459,-121.8708
37.7832,-122.4311
37.7753,-122.4581
37.7532,-122.4163
37.7772,-122.435
37.7759,-122.4964
37.7702,-122.5113
37.7752,-122.4649
37.7945,-122.4079
37.7976,-122.4235
37.7113,-122.3819
37.7113,-122.3819
37.3107,-121.8517
37.3264,-121.8765
37.8002,-122.4257
37.7905,-122.3925
37.7732,-122.4392
37.8056,-122.4059
37.7717,-122.405
37.7766,-122.424
37.7925,-122.4212
37.7614,-122.4265
37.783,-122.388
37.7662,-122.4311
37.7357,-122.5059
37.7318,-122.4512
37.7098,-122.45
37.7551,-122.4211
37.7706,-122.4274
37.8044,-122.4335
37.8054,-122.415
37.7576,-122.3883
37.7577,-122.392
37.7914,-122.391
37.7914,-122.3911
37.7664,-122.4312
37.7663,-122.4309
37.7772,-122.4296
37.768,-122.5111
37.7698,-122.4291
37.7878,-122.392
37.7808,-122.4761
37.7658,-122.4576
37.7879,-122.3919
37.7788,-122.3924
37.3122,-121.8766
37.7884,-122.4022
37.4115,-121.9569
37.7525,-122.4207
37.7823,-122.397
37.349,-121.8931
37.7703,-122.4256
37.7661,-122.4312
37.7811,-122.5043
37.7675,-122.4574
37.7698,-122.4291
37.7708,-122.4864
37.7765,-122.408
37.777,-122.4217
37.7719,-122.3983
37.7587,-122.4639
37.7721,-122.452
37.7158,-122.4419
37.7236,-122.455
37.7245,-122.4583
37.3096,-121.8877
37.7672,-122.4502
37.7852,-122.4103
37.7205,-122.4326
37.7853,-122.4199
37.7637,-122.4641
37.782,-122.4828
37.7737,-122.466
37.7692,-122.434
37.7732,-122.4391
37.7821,-122.4851
37.7398,-122.4254
37.7849,-122.404
37.3164,-121.8717
37.7497,-122.3988
37.7318,-122.3899
37.3188,-121.8855
37.7833,-122.4098
37.7474,-122.4101
37.3184,-121.8733
37.7977,-122.4234
37.7568,-122.4188
37.7858,-122.4088
37.7719,-122.4537
37.7739,-122.4248
37.3161,-121.8716
37.3624,-121.9114
37.3319,-121.9122
37.7837,-122.4086
37.3364,-121.8866
37.7848,-122.4131
37.7795,-122.4219
37.7331,-122.3909
37.7838,-122.4085
37.7897,-122.4033
37.3184,-121.8733
37.3219,-121.8738
37.3406,-121.9088
37.7762,-122.3935
37.3188,-121.8855
37.7777,-122.416
37.7692,-122.427
37.7918,-122.4211
37.7524,-122.4207
37.7919,-122.4211
37.7765,-122.408
37.7735,-122.4714
37.77,-122.4117
37.7833,-122.4097
37.764,-122.4707
37.7614,-122.4265
37.77,-122.4119
37.7704,-122.4121
37.7835,-122.4095
37.7896,-122.4008
37.7841,-122.4119
37.7592,-122.4368
37.7981,-122.4034
37.798,-122.4058
37.7838,-122.4085
37.7981,-122.4042
37.7977,-122.4233
37.7834,-122.4095
37.3188,-121.8855
37.7583,-122.4261
37.7758,-122.4027
37.3164,-121.8717
37.7858,-122.4088
37.7976,-122.4235
37.7704,-122.412
37.3385,-121.8842
37.299,-121.9267
37.8051,-122.432
37.3186,-121.8851
37.7833,-122.4098
37.8044,-122.4483
37.7614,-122.4265
37.7854,-122.4149
37.7838,-122.4086
37.7833,-122.4096
37.7704,-122.4121
37.3188,-121.8823
37.3184,-121.8733
37.3172,-121.8797
37.3159,-121.8714
37.7296,-122.3863
37.7718,-122.4047
37.7661,-122.4267
37.7495,-122.4434
37.7317,-122.451
37.7978,-122.4233
37.7473,-122.4113
37.7977,-122.4234
37.7857,-122.4088
37.7706,-122.5112
37.3315,-121.8932
37.7833,-122.4097
37.7836,-122.4099
37.7775,-122.4382
37.7834,-122.4095
37.7857,-122.4149
37.7833,-122.4097
37.8012,-122.4196
37.7434,-122.4214
37.8091,-122.4127
37.8017,-122.4064
37.8046,-122.402
37.8065,-122.4376
37.7658,-122.4311
37.4061,-121.9406
37.309,-121.9
37.7973,-122.4086
37.7844,-122.4098
37.7779,-122.3939
37.7779,-122.3939
37.7806,-122.395
37.7592,-122.4368
37.7659,-122.4494
37.7695,-122.4317
37.7473,-122.4114
37.7763,-122.4262
37.3492,-121.8938
37.7614,-122.4265
37.7693,-122.4269
37.7977,-122.4235
37.7792,-122.4474
37.3666,-121.8998
37.7647,-122.4245
37.3609,-121.9065
37.7618,-122.42
37.8048,-122.4033
37.2989,-121.9539
37.751,-122.4121
37.3381,-121.8815
37.7787,-122.3877
37.3436,-121.8748
37.3381,-121.8815
37.3416,-121.8871
37.7644,-122.4025
37.3485,-121.8651
37.3416,-121.8906
37.3419,-121.8973
37.316,-121.9233
37.3099,-121.9275
37.7807,-122.4504
37.782,-122.4827
37.3416,-121.8906
37.3385,-121.8913
37.792,-122.4838
37.3258,-121.8771
37.3151,-121.8978
37.2962,-121.9531
37.3259,-121.8772
37.3354,-121.9031
37.3098,-121.9298
37.7646,-122.4933
37.297,-121.9507
37.3327,-121.8843
37.357,-121.8514
37.3498,-121.8698
37.7639,-122.3975
37.357,-121.8513
37.3581,-121.8339
37.2989,-121.9539
37.7658,-122.4575
37.343,-121.8845
37.2941,-121.9496
37.3419,-121.8973
37.3398,-121.9069
37.2971,-121.9509
37.7646,-122.4933
37.2971,-121.951
37.3551,-121.8515
37.3485,-121.865
37.2962,-121.9531
37.3376,-121.892
37.792,-122.4838
37.335,-121.903
37.7642,-122.4707
37.3571,-121.8514
37.3134,-121.9047
37.7854,-122.4196
37.7648,-122.4201
37.773,-122.4392
37.7687,-122.4127
37.7648,-122.4201
37.7729,-122.5091
37.7764,-122.4081
37.7762,-122.4085
37.7898,-122.3977
37.7879,-122.392
37.8042,-122.4681
37.7675,-122.3965
37.7814,-122.4172
37.7644,-122.4585
37.7748,-122.419
37.3334,-121.8769
37.7329,-122.4342
37.7616,-122.391
37.7807,-122.4504
37.784,-122.4823
37.7719,-122.4338
37.7732,-122.4391
37.7381,-122.5068
37.7443,-122.4531
37.7426,-122.4846
37.7336,-122.4897
37.7871,-122.3947
37.787,-122.3944
37.7744,-122.4118
37.7635,-122.4075
37.7458,-122.4222
37.7662,-122.4312
37.7803,-122.4728
37.7773,-122.4179
37.7773,-122.4179
37.7735,-122.4411
37.3315,-121.8909
37.7876,-122.4167
37.8059,-122.4191
37.7616,-122.3908
37.7833,-122.4591
37.7698,-122.4292
37.7837,-122.4147
37.7824,-122.417
37.3414,-121.8991
37.7728,-122.509
37.7868,-122.4534
37.8027,-122.436
37.7692,-122.434
37.7942,-122.4218
37.7602,-122.4188
37.3359,-121.8776
37.8074,-122.4223
37.7603,-122.3895
37.7626,-122.5006
37.7423,-122.4983
37.7729,-122.509
37.771,-122.3931
37.7735,-122.4119
37.7649,-122.391
37.7734,-122.4272
37.7614,-122.4264
37.7518,-122.4266
37.7698,-122.4292
37.7778,-122.4333
37.7719,-122.4538
37.7874,-122.4168
37.7779,-122.423
37.7762,-122.3944
37.7591,-122.4382
37.759,-122.4393
37.7164,-122.4961
37.7964,-122.4168
37.3359,-121.8774
37.7777,-122.4331
37.8013,-122.4184
37.7431,-122.4832
37.7478,-122.425
37.7714,-122.401
37.8017,-122.4296
37.7356,-122.5049
37.7517,-122.4266
37.7889,-122.4179
37.7663,-122.4307
37.7658,-122.4575
37.7974,-122.3985
37.7838,-122.4084
37.726,-122.4524
37.7729,-122.5091
37.3354,-121.8772
37.7454,-122.4403
37.7607,-122.4368
37.7882,-122.4206
37.7512,-122.4367
37.7778,-122.4332
37.7662,-122.4266
37.7712,-122.4218
37.7689,-122.4283
37.7807,-122.4505
37.7968,-122.4794
37.7843,-122.4744
37.7817,-122.4928
37.336,-121.8774
37.7699,-122.4291
37.7771,-122.4175
37.7735,-122.4714
37.8026,-122.4361
37.7724,-122.3929
37.321,-121.9081
37.7671,-122.391
37.7984,-122.4471
37.7692,-122.434
37.7851,-122.4776
37.7652,-122.4026
37.7856,-122.4701
37.7838,-122.4085
37.7854,-122.4317
37.7777,-122.4332
37.336,-121.8774
37.3392,-121.9046
37.7814,-122.4205
37.772,-122.4337
37.7711,-122.3931
37.7719,-122.4338
37.7704,-122.3912
37.7635,-122.4073
37.3342,-121.8773
37.7704,-122.3912
37.7765,-122.4081
37.7897,-122.4206
37.7825,-122.417
37.7887,-122.4202
37.7329,-122.4342
37.7663,-122.4311
37.7372,-122.5063
37.7372,-122.5063
37.3412,-121.9033
37.7547,-122.391
37.739,-122.4679
37.7283,-122.4503
37.7419,-122.4482
37.8,-122.3986
37.3339,-121.8773
37.3409,-121.8849
37.3339,-121.8773
37.7702,-122.3912
37.7777,-122.4331
37.8028,-122.4133
37.7825,-122.417
37.7772,-122.4177
37.3301,-121.8916
37.3269,-121.8892
37.7358,-122.5052
37.7767,-122.3953
37.7694,-122.4834
37.7401,-122.5046
37.8023,-122.4244
37.7505,-122.4221
37.742,-122.4984
37.7748,-122.4466
37.7428,-122.4846
37.7616,-122.3908
37.7946,-122.3949
37.7614,-122.4265
37.7644,-122.4026
37.7744,-122.4119
37.7616,-122.3908
37.3354,-121.8772
37.776,-122.3932
37.7838,-122.4346
37.7474,-122.4339
37.789,-122.418
37.7633,-122.4342
37.7611,-122.435
37.8023,-122.4244
37.79,-122.4323
37.8003,-122.4258
37.798,-122.4472
37.798,-122.4472
37.7614,-122.4264
37.7639,-122.5097
37.8022,-122.4103
37.767,-122.3909
37.7693,-122.4341
37.7676,-122.3968
37.7752,-122.3976
37.7887,-122.4103
37.7503,-122.3905
37.7632,-122.4194
37.7807,-122.4123
37.787,-122.4195
37.7592,-122.4214
37.8026,-122.4361
37.783,-122.388
37.7888,-122.4103
37.7812,-122.4472
37.7945,-122.3949
37.7962,-122.4124
37.7962,-122.4124
37.7987,-122.4009
37.3202,-121.9193
37.3391,-121.8885
37.336,-121.8855
37.3236,-121.9134
37.3197,-121.8767
37.3259,-121.8901
37.8022,-122.4032
37.3246,-121.8902
37.7714,-122.5114
37.7857,-122.4247
37.3326,-121.8843
37.336,-121.8876
37.325,-121.8943
37.7964,-122.4168
37.7778,-122.4417
37.755,-122.421
37.7778,-122.3969
37.3245,-121.8989
37.7823,-122.4075
37.767,-122.3909
37.3244,-121.8902
37.7662,-122.4311
